latitude,longitude,rwi,error
6.0640861,-57.1838379,0.201,0.480
6.8937071,-58.5461426,-0.829,0.483
6.8718928,-58.2824707,0.291,0.523
5.8236865,-57.1838379,0.132,0.384
7.3297783,-58.8537598,-0.961,0.389
6.5227299,-58.2824707,-0.345,0.399
6.8500775,-58.2824707,0.357,0.499
6.7628064,-58.0627441,0.087,0.509
6.4135660,-61.1389160,-1.400,0.393
7.6565531,-58.9416504,-0.338,0.560
6.2388552,-57.4035645,0.262,0.473
7.2643942,-58.4802246,0.431,0.552
8.2223637,-59.7766113,-0.234,0.512
7.5912178,-58.8977051,-0.621,0.402
7.2861900,-58.6779785,-0.761,0.410
6.6755194,-57.9089355,-0.265,0.486
6.7191648,-58.1506348,-0.014,0.497
5.9985331,-58.3044434,0.767,0.507
6.1077838,-57.2058105,0.063,0.470
6.8500775,-58.2385254,0.831,0.495
3.3708564,-59.7766113,0.192,0.494
6.8282612,-58.5681152,-0.273,0.403
6.3480564,-57.5793457,0.710,0.508
6.5882169,-57.7990723,-0.289,0.463
6.3480564,-57.7111816,-0.920,0.373
8.1788678,-59.7985840,-0.565,0.499
3.0417830,-59.7766113,-0.421,0.406
6.2388552,-57.3156738,0.373,0.487
7.7001044,-59.9084473,-0.627,0.420
6.6100440,-57.8869629,-0.194,0.419
7.8089630,-59.2492676,-0.584,0.403
7.3733623,-58.5021973,0.393,0.526
5.9766803,-57.1398926,-0.156,0.496
7.6129974,-58.9416504,-0.513,0.414
7.7218784,-59.8645020,-0.864,0.432
6.1951683,-57.5354004,0.058,0.471
6.6755194,-58.1945801,0.582,0.488
7.5258726,-58.7878418,0.163,0.482
7.5258726,-58.9636230,-0.382,0.391
6.2170122,-57.2717285,-0.044,0.489
7.3951528,-58.6120605,-0.677,0.518
7.5912178,-59.9963379,-0.580,0.418
7.4823037,-58.7878418,-0.397,0.496
7.6565531,-59.2492676,-0.782,0.389
8.2658549,-59.7546387,-0.780,0.478
6.8937071,-58.4582520,-0.558,0.499
7.1772006,-58.4802246,0.012,0.482
6.5445599,-57.7770996,0.111,0.488
7.2861900,-58.8317871,-0.342,0.404
6.0640861,-57.2717285,0.712,0.482
6.7628064,-58.3044434,-0.096,0.487
6.6536952,-57.8649902,-0.560,0.444
7.5040887,-58.8317871,-0.869,0.425
2.0100856,-59.5349121,-0.737,0.391
6.3262180,-57.5573730,0.093,0.496
